block_index,block_id,permutation_id,order_position,inner_repeat_index,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,result_digest
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,0,2,fused,2026-07-19T13:56:20.076313+00:00,155.3507,453.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,0,3,fused,2026-07-19T13:56:20.231615+00:00,142.7386,437.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,0,4,fused,2026-07-19T13:56:20.374585+00:00,143.0925,390.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,1,0,materialize-after-q06-time,2026-07-19T13:56:20.517319+00:00,665.6499,2578.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,1,1,materialize-after-q06-time,2026-07-19T13:56:21.183410+00:00,619.1348,2343.75,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,1,2,materialize-after-q06-time,2026-07-19T13:56:21.802581+00:00,581.2958,2171.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,1,3,materialize-after-q06-time,2026-07-19T13:56:22.383645+00:00,597.7468,2046.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,1,4,materialize-after-q06-time,2026-07-19T13:56:22.981267+00:00,605.7662,2187.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,2,0,materialize-after-q06-predicate,2026-07-19T13:56:23.587907+00:00,171.8522,531.25,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,2,1,materialize-after-q06-predicate,2026-07-19T13:56:23.759906+00:00,181.7817,578.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
3,tpch-q6-block-003,fused -> materialize-after-q06-time -> materialize-after-q06-predicate,2,2,materialize-after-q06-predicate,2026-07-19T13:56:23.941148+00:00,144.1382,515.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
