scenario_id,unit_id,policy_selectivity,query_selectivity,salt,candidate_id,block_index,order_position,permutation_id,latency_ms,result_digest
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,5,1,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4699.1776,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,partial_aggregate_first,5,2,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4554.6404,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,0,0,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4770.1009,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,0,1,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4983.236,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,0,2,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4576.7241,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,1,0,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4793.7943,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,1,1,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4246.7892,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,1,2,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4826.8692,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,2,0,governed_fact_first->partial_aggregate_first->eligible_dimension_first,3721.409,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,2,1,governed_fact_first->partial_aggregate_first->eligible_dimension_first,4881.4322,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
