block_index,block_id,permutation_id,order_position,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,semantic_result_digest
18,bts-multijoin-block-018,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:46.664576+00:00,97.3473,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
18,bts-multijoin-block-018,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:46.770700+00:00,94.8859,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
19,bts-multijoin-block-019,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:46.877752+00:00,90.3442,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
19,bts-multijoin-block-019,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,1,fused,2026-07-19T06:12:46.980243+00:00,77.144,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
19,bts-multijoin-block-019,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:47.065240+00:00,70.3135,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
19,bts-multijoin-block-019,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:47.145240+00:00,72.5609,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
20,bts-multijoin-block-020,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:47.231197+00:00,74.4233,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
20,bts-multijoin-block-020,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,1,fused,2026-07-19T06:12:47.310766+00:00,57.6797,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
20,bts-multijoin-block-020,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-filter,2026-07-19T06:12:47.374447+00:00,86.3653,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
20,bts-multijoin-block-020,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:47.471447+00:00,87.3702,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
21,bts-multijoin-block-021,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,0,fused,2026-07-19T06:12:47.566446+00:00,59.4902,125.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
21,bts-multijoin-block-021,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:47.631449+00:00,80.5187,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
21,bts-multijoin-block-021,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:47.723082+00:00,77.4965,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
21,bts-multijoin-block-021,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:47.810219+00:00,82.8163,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
22,bts-multijoin-block-022,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:47.907220+00:00,106.6091,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
22,bts-multijoin-block-022,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:48.024365+00:00,101.3805,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
22,bts-multijoin-block-022,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,2,materialize-after-bts-mj-filter,2026-07-19T06:12:48.137366+00:00,94.1291,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
22,bts-multijoin-block-022,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused,3,fused,2026-07-19T06:12:48.241963+00:00,72.6582,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
23,bts-multijoin-block-023,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:48.324964+00:00,89.8708,312.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
23,bts-multijoin-block-023,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:48.428474+00:00,99.7306,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
23,bts-multijoin-block-023,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,2,fused,2026-07-19T06:12:48.538051+00:00,68.1223,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
23,bts-multijoin-block-023,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:48.617042+00:00,101.3842,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
24,bts-multijoin-block-024,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused,0,materialize-after-bts-mj-filter,2026-07-19T06:12:48.733042+00:00,107.5662,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
24,bts-multijoin-block-024,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:48.852965+00:00,105.4902,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
24,bts-multijoin-block-024,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:48.967969+00:00,112.3487,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
24,bts-multijoin-block-024,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> fused,3,fused,2026-07-19T06:12:49.090938+00:00,88.8113,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
25,bts-multijoin-block-025,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-filter,2026-07-19T06:12:49.194938+00:00,88.2107,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
25,bts-multijoin-block-025,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,1,fused,2026-07-19T06:12:49.293884+00:00,71.486,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
25,bts-multijoin-block-025,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:49.375887+00:00,91.2826,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
25,bts-multijoin-block-025,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:49.475913+00:00,104.2392,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
26,bts-multijoin-block-026,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,0,fused,2026-07-19T06:12:49.592752+00:00,75.173,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
26,bts-multijoin-block-026,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:49.679752+00:00,97.7854,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
26,bts-multijoin-block-026,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:49.788347+00:00,104.5662,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
26,bts-multijoin-block-026,fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:49.904255+00:00,106.1583,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
27,bts-multijoin-block-027,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:50.022930+00:00,84.8879,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
27,bts-multijoin-block-027,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,1,fused,2026-07-19T06:12:50.118343+00:00,98.292,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
27,bts-multijoin-block-027,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:50.226918+00:00,118.6914,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
27,bts-multijoin-block-027,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:50.360685+00:00,111.8847,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
28,bts-multijoin-block-028,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join,0,materialize-after-bts-mj-filter,2026-07-19T06:12:50.486883+00:00,100.7249,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
28,bts-multijoin-block-028,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:50.598876+00:00,117.5182,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
28,bts-multijoin-block-028,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join,2,fused,2026-07-19T06:12:50.727875+00:00,66.2279,125.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
28,bts-multijoin-block-028,materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:50.800875+00:00,97.218,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
29,bts-multijoin-block-029,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:50.910876+00:00,95.65,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
29,bts-multijoin-block-029,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,1,fused,2026-07-19T06:12:51.015367+00:00,82.3093,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
29,bts-multijoin-block-029,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,2,materialize-after-bts-mj-filter,2026-07-19T06:12:51.107368+00:00,84.2481,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
29,bts-multijoin-block-029,materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:51.202503+00:00,93.6161,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
30,bts-multijoin-block-030,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,0,fused,2026-07-19T06:12:51.310502+00:00,66.5826,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
30,bts-multijoin-block-030,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:51.383502+00:00,104.7932,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
30,bts-multijoin-block-030,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:51.498636+00:00,95.4411,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
30,bts-multijoin-block-030,fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:51.604636+00:00,89.3696,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
31,bts-multijoin-block-031,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,0,materialize-after-bts-mj-filter,2026-07-19T06:12:51.704104+00:00,84.8368,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
31,bts-multijoin-block-031,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,1,fused,2026-07-19T06:12:51.799103+00:00,67.4106,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
31,bts-multijoin-block-031,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:51.876935+00:00,105.0937,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
31,bts-multijoin-block-031,materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:51.994454+00:00,111.018,281.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
32,bts-multijoin-block-032,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,0,fused,2026-07-19T06:12:52.122632+00:00,83.6591,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
32,bts-multijoin-block-032,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:52.218633+00:00,81.3965,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
32,bts-multijoin-block-032,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:52.309276+00:00,96.0497,296.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
32,bts-multijoin-block-032,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:52.417277+00:00,85.7854,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
33,bts-multijoin-block-033,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:52.517272+00:00,97.7298,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
33,bts-multijoin-block-033,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused,1,materialize-after-bts-mj-filter,2026-07-19T06:12:52.625274+00:00,92.2126,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
33,bts-multijoin-block-033,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused,2,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:52.724935+00:00,89.4292,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
33,bts-multijoin-block-033,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join -> fused,3,fused,2026-07-19T06:12:52.826933+00:00,71.081,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
34,bts-multijoin-block-034,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:52.911933+00:00,100.142,265.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
34,bts-multijoin-block-034,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,1,fused,2026-07-19T06:12:53.020932+00:00,62.2662,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
34,bts-multijoin-block-034,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-filter,2026-07-19T06:12:53.091550+00:00,67.3607,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
34,bts-multijoin-block-034,materialize-after-bts-mj-origin-join -> fused -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:53.167545+00:00,97.1278,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
35,bts-multijoin-block-035,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:53.278737+00:00,120.3269,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
35,bts-multijoin-block-035,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join,1,materialize-after-bts-mj-filter,2026-07-19T06:12:53.408654+00:00,89.2638,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
35,bts-multijoin-block-035,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join,2,fused,2026-07-19T06:12:53.504653+00:00,67.7452,171.875,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
35,bts-multijoin-block-035,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> fused -> materialize-after-bts-mj-origin-join,3,materialize-after-bts-mj-origin-join,2026-07-19T06:12:53.579327+00:00,81.4464,281.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
36,bts-multijoin-block-036,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused,0,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:53.671377+00:00,87.9125,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
36,bts-multijoin-block-036,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused,1,materialize-after-bts-mj-filter,2026-07-19T06:12:53.767376+00:00,89.456,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
36,bts-multijoin-block-036,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused,2,materialize-after-bts-mj-origin-join,2026-07-19T06:12:53.863384+00:00,75.0849,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
36,bts-multijoin-block-036,materialize-after-bts-mj-carrier-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-origin-join -> fused,3,fused,2026-07-19T06:12:53.945377+00:00,57.8434,140.625,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
37,bts-multijoin-block-037,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter,0,materialize-after-bts-mj-origin-join,2026-07-19T06:12:54.013030+00:00,69.8564,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
37,bts-multijoin-block-037,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter,1,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:54.093648+00:00,77.1289,218.75,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
37,bts-multijoin-block-037,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter,2,fused,2026-07-19T06:12:54.175647+00:00,57.7147,187.5,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
37,bts-multijoin-block-037,materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-carrier-join -> fused -> materialize-after-bts-mj-filter,3,materialize-after-bts-mj-filter,2026-07-19T06:12:54.239293+00:00,71.7767,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
38,bts-multijoin-block-038,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,0,fused,2026-07-19T06:12:54.320707+00:00,68.017,156.25,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
38,bts-multijoin-block-038,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,1,materialize-after-bts-mj-origin-join,2026-07-19T06:12:54.395294+00:00,72.0211,203.125,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
38,bts-multijoin-block-038,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,2,materialize-after-bts-mj-filter,2026-07-19T06:12:54.473293+00:00,88.8461,234.375,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
38,bts-multijoin-block-038,fused -> materialize-after-bts-mj-origin-join -> materialize-after-bts-mj-filter -> materialize-after-bts-mj-carrier-join,3,materialize-after-bts-mj-carrier-join,2026-07-19T06:12:54.570309+00:00,76.1753,250.0,929,sha256:2e28043d2ee9ea90a8bff098db806a2aa4d9ad8c5140a47f2fc1fb5ee2222562
