scenario_id,unit_id,policy_selectivity,query_selectivity,salt,candidate_id,block_index,order_position,permutation_id,latency_ms,result_digest
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,1,1,partial_aggregate_first->eligible_dimension_first->governed_fact_first,4291.7379,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,governed_fact_first,1,2,partial_aggregate_first->eligible_dimension_first->governed_fact_first,4000.8762,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,partial_aggregate_first,2,0,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4427.5042,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,governed_fact_first,2,1,partial_aggregate_first->governed_fact_first->eligible_dimension_first,3606.9462,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,2,2,partial_aggregate_first->governed_fact_first->eligible_dimension_first,4562.7354,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,3,0,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4338.7482,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,governed_fact_first,3,1,eligible_dimension_first->governed_fact_first->partial_aggregate_first,3596.5915,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,partial_aggregate_first,3,2,eligible_dimension_first->governed_fact_first->partial_aggregate_first,4600.7683,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,4,0,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4502.2644,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,partial_aggregate_first,4,1,eligible_dimension_first->partial_aggregate_first->governed_fact_first,4578.9998,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,governed_fact_first,4,2,eligible_dimension_first->partial_aggregate_first->governed_fact_first,3611.1762,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,governed_fact_first,5,0,governed_fact_first->eligible_dimension_first->partial_aggregate_first,3700.1755,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,eligible_dimension_first,5,1,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4487.2866,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6203,0.03,0.8,6203,partial_aggregate_first,5,2,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4279.8735,7a400e652cf24109fd47e8981de24de1d8a418afbd93b97074426ac9a7865940
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,governed_fact_first,0,0,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4178.761,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,eligible_dimension_first,0,1,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4556.8004,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
p0.030-q0.800,p0.030-q0.800-s6301,0.03,0.8,6301,partial_aggregate_first,0,2,governed_fact_first->eligible_dimension_first->partial_aggregate_first,4320.5828,2bde184943fe2a2cd889bd6da91b6dad425083128cf172fbd8008fe3bc8be065
