replicate_id,family_id,row_count,identifier_width,match_rate,seed,early_latency_ms,late_latency_ms,observed_log_early_late_ratio,classification,dominant_relative_difference_role,early_hash_projection_ms,late_hash_projection_ms,hash_projection_delta_ms,hash_projection_relative_delta,early_support_projection_ms,late_support_projection_ms,support_projection_delta_ms,support_projection_relative_delta,early_hash_join_ms,late_hash_join_ms,hash_join_delta_ms,hash_join_relative_delta,early_order_by_ms,late_order_by_ms,order_by_delta_ms,order_by_relative_delta,early_materialization_ms,late_materialization_ms,materialization_delta_ms,materialization_relative_delta,early_event_scan_ms,late_event_scan_ms,event_scan_delta_ms,event_scan_relative_delta,early_dimension_scan_ms,late_dimension_scan_ms,dimension_scan_delta_ms,dimension_scan_relative_delta,early_output_sink_ms,late_output_sink_ms,output_sink_delta_ms,output_sink_relative_delta
20260717T120435635390Z/mask_fragment-n150000-w2048-m0100-s808,n150000-w2048-m0100,150000,2048,0.1,808,3699.445399979595,448.95990000804886,2.109004621304989,late,hash_projection,4305.1407,377.9821,3927.1585999999998,0.9122021493978117,0.1321,0.5733999999999999,-0.4412999999999999,-0.7696198116498081,5.042599999999999,0.8175999999999999,4.225,0.8378614206956729,10.971,9.157700000000002,1.8132999999999981,0.16528119588004722,30.086000000000006,0,30.086000000000006,1.0,17.4385,2.9425,14.496000000000002,0.8312641568942284,0.027699999999999995,0.0357,-0.008000000000000007,-0.2240896358543419,2.1968,1.6481000000000001,0.5487,0.24977239621267294
20260717T120435635390Z/mask_fragment-n150000-w2048-m0100-s909,n150000-w2048-m0100,150000,2048,0.1,909,3712.298099999316,428.19669999880716,2.1598237283495543,late,hash_projection,4383.704900000001,440.8842,3942.8207000000007,0.8994265786458391,0.09740000000000001,0.6763,-0.5789,-0.8559810734880969,5.3523000000000005,0.8106,4.5417000000000005,0.8485510901855278,11.319500000000001,12.087299999999999,-0.7677999999999976,-0.06352121648341628,30.2962,0,30.2962,1.0,14.611299999999996,2.3767,12.234599999999997,0.8373382245248541,0.0336,0.029500000000000002,0.004099999999999996,0.12202380952380941,1.6817000000000002,1.9326999999999999,-0.25099999999999967,-0.12987012987012972
20260717T120435635390Z/mask_fragment-n150000-w2048-m0500-s707,n150000-w2048-m0500,150000,2048,0.5,707,3806.771000032313,2269.684700004291,0.517140400079218,late,hash_projection,4666.2263,2121.3644,2544.8619000000003,0.5453790143011281,0.6245,3.2488000000000006,-2.6243000000000007,-0.8077751785274564,8.240999999999998,1.678,6.562999999999998,0.7963839339885935,65.45070000000001,66.23989999999999,-0.7891999999999797,-0.011914269194246667,25.7357,0,25.7357,1.0,14.698999999999998,9.867299999999998,4.8317,0.3287094360160555,0.041100000000000005,0.043,-0.001899999999999992,-0.044186046511627726,10.884500000000001,10.584900000000001,0.29959999999999987,0.02752538012770452
20260717T120435635390Z/mask_fragment-n150000-w2048-m0500-s808,n150000-w2048-m0500,150000,2048,0.5,808,3957.399800012354,2248.2038000016473,0.5654556071551451,late,hash_projection,5189.093699999999,2294.5496000000003,2894.544099999999,0.5578130339022399,0.7109000000000001,4.139600000000001,-3.4287000000000005,-0.8282684317325345,6.9158,1.5043000000000002,5.4115,0.7824835883050406,74.67660000000001,70.88829999999999,3.788300000000021,0.05072941189073981,30.1848,0,30.1848,1.0,19.312099999999997,7.596799999999999,11.7153,0.606630040233843,0.0367,0.03620000000000001,0.0004999999999999935,0.013623978201634699,12.426200000000001,9.767,2.659200000000002,0.2139994527691492
20260717T120435635390Z/mask_fragment-n150000-w2048-m0500-s909,n150000-w2048-m0500,150000,2048,0.5,909,3799.2290999973193,2298.827300022822,0.5023990543778727,late,hash_projection,4644.012,1913.5111000000002,2730.5008999999995,0.5879616374806955,0.5491999999999999,2.6523,-2.1031,-0.7929344342646005,6.5391,1.8899000000000001,4.6492,0.7109846920830084,80.88060000000002,60.2892,20.591400000000014,0.2545900994799743,31.838999999999995,0,31.838999999999995,1.0,17.1122,9.402700000000001,7.7095,0.45052652493542616,0.0324,0.0464,-0.013999999999999999,-0.3017241379310345,10.882499999999999,9.6962,1.1862999999999992,0.10900987824488853
20260717T120435635390Z/mask_fragment-n150000-w2048-m1000-s707,n150000-w2048-m1000,150000,2048,1.0,707,3858.8593000313267,3845.130799978506,0.0035640010971811553,tie,hash_projection,4592.0841,5290.833699999999,-698.7495999999992,-0.13206795745630776,1.2809000000000004,4.6965,-3.4156,-0.7272649845629724,12.4535,2.8069999999999995,9.6465,0.7746015176456418,144.04429999999996,149.29240000000001,-5.248100000000051,-0.035153162518655,28.2862,0,28.2862,1.0,15.007399999999997,14.640000000000004,0.36739999999999284,0.024481255913748744,0.04000000000000001,0.0702,-0.03019999999999999,-0.4301994301994301,25.628000000000004,24.370900000000002,1.2571000000000012,0.04905181832370849
20260717T120435635390Z/mask_fragment-n150000-w2048-m1000-s808,n150000-w2048-m1000,150000,2048,1.0,808,3855.869899969548,3830.658900027629,0.006559811587950468,tie,hash_projection,4526.418699999999,4722.163500000001,-195.7448000000013,-0.04145235547223244,1.283,4.486800000000001,-3.2038000000000006,-0.7140501025229563,10.433399999999999,2.7449,7.6884999999999994,0.7369122242030403,147.4353,146.89679999999998,0.5385000000000275,0.003652449582969801,28.566599999999998,0,28.566599999999998,1.0,15.913699999999999,14.956799999999996,0.9569000000000027,0.060130579312165165,0.038299999999999994,0.028499999999999998,0.009799999999999996,0.25587467362924277,26.76759999999999,23.292200000000005,3.4753999999999863,0.12983607047325824
20260717T120435635390Z/mask_fragment-n150000-w2048-m1000-s909,n150000-w2048-m1000,150000,2048,1.0,909,3810.52020000061,3877.778700029012,-0.01749677445023826,tie,hash_projection,4895.608000000001,4270.8141000000005,624.7939000000006,0.1276233513794406,1.2178,5.448699999999999,-4.230899999999998,-0.7764971461082458,12.238500000000002,3.0920999999999994,9.146400000000003,0.7473464885402624,151.21699999999998,140.90780000000004,10.309199999999947,0.06817487451807633,36.62890000000001,0,36.62890000000001,1.0,16.448,15.469899999999999,0.9781000000000013,0.059466196498054555,0.0322,0.035800000000000005,-0.003600000000000006,-0.10055865921787725,26.572299999999995,21.225399999999993,5.3469000000000015,0.2012208201774029
20260717T120435635390Z/mask_fragment-n150000-w256-m0100-s707,n150000-w256-m0100,150000,256,0.1,707,649.8756000073627,95.90239997487515,1.9134499525861712,late,hash_projection,845.5559999999999,100.59989999999999,744.9560999999999,0.8810251479499879,0.1211,0.5496,-0.4285,-0.7796579330422125,4.2904,0.8168,3.4736000000000002,0.8096214805146373,9.8253,11.1086,-1.2832999999999988,-0.11552310822245818,19.597599999999993,0,19.597599999999993,1.0,10.222299999999997,1.8172000000000001,8.405099999999997,0.8222317873668352,0.03150000000000001,0.034699999999999995,-0.0031999999999999876,-0.09221902017291032,2.0000999999999998,2.0475000000000003,-0.04740000000000055,-0.023150183150183416
20260717T120435635390Z/mask_fragment-n150000-w256-m0100-s808,n150000-w256-m0100,150000,256,0.1,808,729.4234000146389,100.28709995094687,1.9842172869929335,late,hash_projection,810.8629000000002,76.2872,734.5757000000002,0.9059184974426626,0.12490000000000001,0.5899,-0.46499999999999997,-0.7882691981691812,4.1324000000000005,0.9691999999999998,3.1632000000000007,0.7654631691027006,9.317099999999998,8.3676,0.9494999999999987,0.10190939240750865,15.396100000000004,0,15.396100000000004,1.0,11.0473,2.0638,8.9835,0.813185122156545,0.0318,0.047799999999999995,-0.015999999999999993,-0.3347280334728032,1.98,1.7271,0.2528999999999999,0.1277272727272727
20260717T120435635390Z/mask_fragment-n150000-w256-m0100-s909,n150000-w256-m0100,150000,256,0.1,909,702.2063999902457,218.6513000051491,1.1667491544514577,late,hash_projection,913.0201,210.9536,702.0664999999999,0.7689496649635643,0.1106,0.6100999999999999,-0.49949999999999983,-0.8187182429109982,4.4447,0.791,3.6537,0.822035232974104,12.494599999999998,7.8541000000000025,4.640499999999996,0.37140044499223634,17.454099999999997,0,17.454099999999997,1.0,13.317899999999996,2.1134,11.204499999999996,0.8413113178504118,0.0366,0.087,-0.05039999999999999,-0.5793103448275861,1.9265999999999999,1.496,0.43059999999999987,0.22350254334059996
20260717T120435635390Z/mask_fragment-n150000-w256-m0500-s707,n150000-w256-m0500,150000,256,0.5,707,751.6691999626346,503.253799979575,0.40120171813169486,late,hash_projection,1086.3483000000003,498.0006,588.3477000000003,0.541582934313056,0.6989999999999998,3.3037,-2.6047000000000002,-0.7884190453128311,8.090399999999999,1.4732999999999998,6.617099999999999,0.8178952832987244,76.8781,57.295300000000005,19.5828,0.25472533790507307,21.9336,0,21.9336,1.0,13.9491,7.728300000000003,6.220799999999997,0.44596425575843585,0.031299999999999994,0.0411,-0.009800000000000003,-0.23844282238442832,11.2461,8.8639,2.382200000000001,0.21182454361956599
20260717T120435635390Z/mask_fragment-n150000-w256-m0500-s808,n150000-w256-m0500,150000,256,0.5,808,752.380300022196,450.35050000296906,0.5132157457488392,late,hash_projection,1017.7535,380.18279999999993,637.5707000000001,0.6264490370212434,0.6219999999999999,2.5957000000000003,-1.9737000000000005,-0.7603729244519783,7.325999999999999,1.5089000000000004,5.817099999999998,0.7940349440349439,62.00640000000001,50.4929,11.513500000000015,0.18568244568302647,20.1046,0,20.1046,1.0,12.633999999999997,6.432000000000002,6.201999999999995,0.49089757796422323,0.037700000000000004,0.0356,0.0021000000000000046,0.05570291777188341,11.462600000000002,9.1934,2.2692000000000014,0.19796555755238787
20260717T120435635390Z/mask_fragment-n150000-w256-m0500-s909,n150000-w256-m0500,150000,256,0.5,909,724.9281000113115,469.3688999977894,0.43468345111466183,late,hash_projection,1088.9818,399.74080000000004,689.241,0.6329224234968849,0.6746000000000001,2.8478,-2.1731999999999996,-0.763115387316525,7.0789,1.1866,5.8923,0.8323750865247425,66.0326,56.69160000000001,9.340999999999994,0.14146043015116766,24.310500000000005,0,24.310500000000005,1.0,14.142199999999995,6.243499999999999,7.898699999999996,0.5585198908232099,0.0433,0.028900000000000006,0.014399999999999993,0.33256351039260956,14.405700000000003,8.677899999999998,5.7278000000000056,0.39760650298145905
20260717T120435635390Z/mask_fragment-n150000-w256-m1000-s707,n150000-w256-m1000,150000,256,1.0,707,782.5340999988839,825.1438000006601,-0.05302017443863886,early,hash_projection,949.3257,1044.1966999999997,-94.87099999999975,-0.09085548728510613,1.4300000000000002,4.979100000000001,-3.5491000000000006,-0.7127995019180173,9.5549,3.0435999999999996,6.5113,0.6814618677327864,143.14340000000004,140.73939999999996,2.4040000000000816,0.016794347486507103,24.116399999999995,0,24.116399999999995,1.0,11.741900000000003,13.039700000000003,-1.2978000000000005,-0.09952682960497558,0.033,0.10830000000000002,-0.07530000000000002,-0.6952908587257618,24.315300000000004,21.97649999999999,2.3388000000000133,0.09618635180318617
20260717T120435635390Z/mask_fragment-n150000-w256-m1000-s808,n150000-w256-m1000,150000,256,1.0,808,749.030800012406,811.1437999759801,-0.07966524614479153,early,hash_projection,820.5746,780.5215999999999,40.05300000000011,0.04881091859289833,1.429,4.6987,-3.2696999999999994,-0.6958733266648222,14.6372,2.6238999999999995,12.013300000000001,0.8207375727598175,150.791,134.65920000000003,16.13179999999997,0.10698118587979369,21.08839999999999,0,21.08839999999999,1.0,13.016499999999999,12.846600000000004,0.16989999999999483,0.013052663926554362,0.031100000000000003,0.061099999999999995,-0.029999999999999992,-0.49099836333878877,19.412499999999998,21.583399999999994,-2.170899999999996,-0.10058192870446717
20260717T120435635390Z/mask_fragment-n150000-w256-m1000-s909,n150000-w256-m1000,150000,256,1.0,909,795.6539000151679,848.3149000094272,-0.06408761889541358,early,hash_projection,796.8894999999998,824.6166000000001,-27.72710000000029,-0.03362423215831489,1.2574000000000003,4.595599999999999,-3.3381999999999987,-0.7263904604404211,8.357899999999997,2.4298,5.928099999999997,0.709281039495567,119.14699999999996,125.70520000000002,-6.558200000000056,-0.05217127056000909,17.5968,0,17.5968,1.0,10.3756,10.7394,-0.36379999999999946,-0.03387526305007724,0.03370000000000001,0.0378,-0.0040999999999999925,-0.10846560846560827,20.973599999999998,18.511999999999997,2.4616000000000007,0.1173665941946066
20260717T120435635390Z/mask_fragment-n150000-w512-m0100-s707,n150000-w512-m0100,150000,512,0.1,707,1135.68349997513,145.41130000725389,2.055423672512264,late,hash_projection,1320.4269,110.9533,1209.4736,0.9159716452307962,0.1287,0.42489999999999994,-0.2961999999999999,-0.6971052012238173,4.2512,0.6455,3.6056999999999997,0.8481605193827625,10.6335,9.8138,0.8196999999999992,0.07708656604128454,18.5862,0,18.5862,1.0,10.795000000000002,1.8287000000000002,8.966300000000002,0.8305974988420566,0.0473,0.026100000000000005,0.021199999999999997,0.4482029598308667,1.9039999999999997,2.0100000000000002,-0.10600000000000054,-0.05273631840796046
20260717T120435635390Z/mask_fragment-n150000-w512-m0100-s808,n150000-w512-m0100,150000,512,0.1,808,1092.4619000288658,132.96150002861395,2.1061294393990204,late,hash_projection,1367.1319999999998,160.168,1206.964,0.8828437926988763,0.1005,0.6514,-0.5509,-0.8457169174086582,4.504700000000001,0.6864000000000001,3.8183000000000007,0.8476258130397141,10.0889,10.550899999999999,-0.46199999999999797,-0.04378773374783175,13.8808,0,13.8808,1.0,9.844399999999998,1.8036,8.040799999999999,0.816789240583479,0.028,0.0336,-0.005599999999999997,-0.1666666666666666,1.6637000000000002,1.7815999999999996,-0.11789999999999945,-0.066176470588235
20260717T120435635390Z/mask_fragment-n150000-w512-m0100-s909,n150000-w512-m0100,150000,512,0.1,909,1167.6768000470474,152.75059995474294,2.03396488707316,late,hash_projection,1353.0486,138.4938,1214.5548000000001,0.8976431445256291,0.1239,0.532,-0.4081,-0.7671052631578947,6.1299,0.7255000000000001,5.4044,0.8816457038450871,10.841899999999999,7.673,3.168899999999999,0.2922827179737868,15.9313,0,15.9313,1.0,10.8649,2.5701,8.2948,0.763449272427726,0.028900000000000006,0.0318,-0.0028999999999999963,-0.091194968553459,1.6221999999999999,1.5694,0.05279999999999996,0.032548391073850304
20260717T120435635390Z/mask_fragment-n150000-w512-m0500-s707,n150000-w512-m0500,150000,512,0.5,707,1183.2649999996647,719.7296000085771,0.49715725972698954,late,hash_projection,1517.0263,846.4943999999999,670.5319000000001,0.44200413664548865,0.7685000000000001,3.9322999999999997,-3.1637999999999997,-0.8045673015792284,7.4156,1.743,5.6726,0.7649549598144452,74.4477,72.98530000000001,1.4623999999999882,0.019643320075703994,18.331100000000003,0,18.331100000000003,1.0,14.456100000000003,8.2021,6.254000000000003,0.43262013959504997,0.033600000000000005,0.05679999999999999,-0.023199999999999985,-0.4084507042253519,11.237499999999999,9.951600000000001,1.285899999999998,0.11442936596218004
20260717T120435635390Z/mask_fragment-n150000-w512-m0500-s808,n150000-w512-m0500,150000,512,0.5,808,1164.2859000130557,737.9867999698035,0.4559372784792646,late,hash_projection,1304.4941999999996,593.653,710.8411999999996,0.5449171027360642,0.5488999999999998,2.8303000000000003,-2.2814000000000005,-0.8060629615235135,5.5135000000000005,1.3136000000000003,4.1999,0.7617484356579305,60.5876,50.12820000000001,10.459399999999995,0.17263268391552059,17.0559,0,17.0559,1.0,11.665599999999996,8.2174,3.4481999999999964,0.29558702509943746,0.026099999999999998,0.03320000000000001,-0.007100000000000009,-0.2138554216867472,10.240199999999998,9.422999999999998,0.8171999999999997,0.07980312884513974
20260717T120435635390Z/mask_fragment-n150000-w512-m0500-s909,n150000-w512-m0500,150000,512,0.5,909,1177.333700004965,726.346299983561,0.482980686177868,late,hash_projection,1709.6467,777.2466000000002,932.4000999999998,0.5453758954993448,0.6674,2.8526000000000002,-2.1852,-0.7660380004206688,9.017900000000003,1.6256,7.392300000000002,0.8197363022433161,67.12449999999998,62.14920000000001,4.975299999999976,0.07412047761994468,23.4491,0,23.4491,1.0,12.302900000000003,8.910099999999998,3.3928000000000047,0.2757723788700228,0.0553,0.0358,0.019500000000000003,0.35262206148282105,10.3454,10.2577,0.08769999999999989,0.008477197595066396
20260717T120435635390Z/mask_fragment-n150000-w512-m1000-s707,n150000-w512-m1000,150000,512,1.0,707,1253.9734999882057,1233.4707000409253,0.01648540641012077,tie,hash_projection,1367.3873999999996,1337.4194999999997,29.967899999999872,0.021916173865577437,1.3145,4.904000000000001,-3.589500000000001,-0.7319535073409462,11.961299999999998,2.4152999999999993,9.546,0.7980737879661911,130.7859,126.83000000000003,3.9558999999999713,0.030247144378713387,18.227800000000002,0,18.227800000000002,1.0,11.754100000000003,9.9447,1.8094000000000037,0.15393777490407629,0.0488,0.032799999999999996,0.016000000000000007,0.32786885245901654,22.996299999999994,16.951400000000003,6.044899999999991,0.26286402595200065
20260717T120435635390Z/mask_fragment-n150000-w512-m1000-s808,n150000-w512-m1000,150000,512,1.0,808,1292.2383999684826,1278.6020999774337,0.010608536685225213,tie,hash_projection,1401.2060000000004,1469.3628,-68.15679999999975,-0.046385276665504085,1.4155999999999997,5.135999999999999,-3.7203999999999997,-0.7243769470404985,12.4239,2.3870999999999998,10.0368,0.8078622654721948,137.67629999999997,135.9369,1.7393999999999608,0.012633982755201594,19.4001,0,19.4001,1.0,10.517299999999997,10.4924,0.024899999999997036,0.0023675277875497554,0.040299999999999996,0.0337,0.006599999999999995,0.1637717121588088,24.6465,23.780300000000004,0.8661999999999956,0.0351449495871623
20260717T120435635390Z/mask_fragment-n150000-w512-m1000-s909,n150000-w512-m1000,150000,512,1.0,909,1366.3657999713905,1315.9431000240147,0.03760091953942965,late,hash_projection,1594.0368,1322.2287000000001,271.80809999999997,0.17051557404446369,1.4574,3.9232000000000005,-2.4658000000000007,-0.6285175367047309,10.685299999999998,2.5463,8.138999999999998,0.7617006541697471,143.30240000000003,118.97029999999998,24.332100000000054,0.16979548144343742,17.319299999999995,0,17.319299999999995,1.0,11.233599999999996,11.299600000000002,-0.06600000000000605,-0.005840914722645584,0.042499999999999996,0.0427,-0.00020000000000000573,-0.0046838407494146535,22.736700000000003,17.789800000000003,4.946899999999999,0.21757335057418178
20260717T120435635390Z/mask_fragment-n50000-w1024-m0100-s707,n50000-w1024-m0100,50000,1024,0.1,707,853.275700006634,87.86420000251383,2.2732902667127375,late,hash_projection,713.5888999999999,63.229800000000004,650.3590999999999,0.9113918391948082,0.034,0.1465,-0.11249999999999999,-0.7679180887372014,2.312,0.5117999999999999,1.8001999999999998,0.7786332179930796,2.4545,2.1688,0.28569999999999984,0.11639845182318186,6.083400000000002,0,6.083400000000002,1.0,3.0527000000000006,0.5527,2.500000000000001,0.8189471615291383,0.0342,0.0337,0.0005000000000000004,0.014619883040935686,0.43019999999999997,0.6335000000000001,-0.2033000000000001,-0.32091554853985804
20260717T120435635390Z/mask_fragment-n50000-w1024-m0100-s808,n50000-w1024-m0100,50000,1024,0.1,808,934.3696000287309,88.18730001803488,2.3604091154090283,late,hash_projection,752.6442000000001,75.19189999999999,677.4523,0.900096353628979,0.0376,0.1595,-0.12190000000000001,-0.7642633228840126,2.3198999999999996,0.871,1.4488999999999996,0.6245527824475192,3.3124000000000002,2.4335,0.8789000000000002,0.2653363120396088,5.4075999999999995,0,5.4075999999999995,1.0,3.5341,0.9419000000000001,2.5922,0.7334823576016525,0.0282,0.08200000000000002,-0.053800000000000014,-0.6560975609756098,0.6299,0.6028000000000001,0.027099999999999902,0.04302270201619289
20260717T120435635390Z/mask_fragment-n50000-w1024-m0100-s909,n50000-w1024-m0100,50000,1024,0.1,909,735.4936000192538,68.68890003534034,2.370954223830019,late,hash_projection,800.7876000000001,76.6762,724.1114000000001,0.9042490168429181,0.037099999999999994,0.1749,-0.1378,-0.787878787878788,2.6253,0.5393,2.0860000000000003,0.7945758579971813,3.314,2.4457000000000004,0.8682999999999996,0.2620096560048279,4.8405999999999985,0,4.8405999999999985,1.0,3.1975000000000007,0.6835,2.5140000000000007,0.7862392494136045,0.06709999999999999,0.032999999999999995,0.0341,0.5081967213114754,0.6633,0.43970000000000004,0.22359999999999997,0.3371023669531132
20260717T120435635390Z/mask_fragment-n50000-w1024-m0500-s707,n50000-w1024-m0500,50000,1024,0.5,707,747.6486999657936,365.5947999795899,0.7154075989728048,late,hash_projection,770.3338000000001,336.40440000000007,433.92940000000004,0.5633004809084062,0.16949999999999998,0.6452,-0.4757,-0.7372907625542467,3.5322,0.6801,2.8521,0.8074571088839817,16.6788,11.913899999999998,4.764900000000001,0.28568602057702,4.413700000000001,0,4.413700000000001,1.0,3.9307000000000003,2.0484,1.8823000000000003,0.4788714478337192,0.0262,0.0348,-0.008599999999999997,-0.24712643678160912,2.5565000000000007,2.3917,0.1648000000000005,0.06446313318990826
20260717T120435635390Z/mask_fragment-n50000-w1024-m0500-s808,n50000-w1024-m0500,50000,1024,0.5,808,804.4952999916859,377.60200002230704,0.7563743933405004,late,hash_projection,926.4314999999998,352.4001,574.0313999999998,0.6196155894958235,0.1939,0.6337,-0.4398000000000001,-0.6940192520119931,3.8697,0.6815,3.1882,0.8238881567046542,18.5279,12.546399999999997,5.981500000000002,0.32283745054755275,4.400399999999999,0,4.400399999999999,1.0,3.5523000000000002,2.5483999999999996,1.0039000000000007,0.28260563578526604,0.045200000000000004,0.0349,0.010300000000000004,0.22787610619469031,3.7569999999999997,3.025699999999999,0.7313000000000005,0.19464998669150935
20260717T120435635390Z/mask_fragment-n50000-w1024-m0500-s909,n50000-w1024-m0500,50000,1024,0.5,909,833.2007999997586,390.0736000505276,0.7589392301427393,late,hash_projection,738.2721,327.97389999999996,410.29820000000007,0.5557547142848823,0.18749999999999997,0.768,-0.5805,-0.755859375,2.6312999999999995,0.7887000000000001,1.8425999999999996,0.7002622277961463,14.793699999999998,12.899899999999999,1.8937999999999988,0.12801395188492393,4.5225,0,4.5225,1.0,3.6622,2.1624,1.4998,0.40953525203429636,0.0342,0.0398,-0.005600000000000001,-0.14070351758793972,2.6818,2.8508000000000004,-0.16900000000000048,-0.05928160516346305
20260717T120435635390Z/mask_fragment-n50000-w1024-m1000-s707,n50000-w1024-m1000,50000,1024,1.0,707,915.7461000140756,889.5467999973334,0.029027023314140383,tie,hash_projection,719.3311,1151.4164999999998,-432.0853999999998,-0.37526420717438036,0.26559999999999995,1.3551,-1.0895000000000001,-0.8039997048188327,3.9606,1.155,2.8056,0.7083775185577943,38.0713,31.649200000000004,6.422099999999997,0.16868612314262965,4.4539,0,4.4539,1.0,2.611999999999999,3.2636000000000003,-0.6516000000000011,-0.19965682068881022,0.0335,0.037200000000000004,-0.003700000000000002,-0.09946236559139789,6.087199999999999,7.103000000000001,-1.0158000000000014,-0.14300999577643267
20260717T120435635390Z/mask_fragment-n50000-w1024-m1000-s808,n50000-w1024-m1000,50000,1024,1.0,808,942.4228999996558,928.2006000285037,0.01520623901218022,tie,hash_projection,882.8801000000001,821.6125000000001,61.267600000000016,0.06939515343023363,0.4413,1.5872,-1.1459,-0.7219632056451613,5.543200000000001,1.0031,4.540100000000001,0.8190395439457353,38.0313,39.73069999999999,-1.69939999999999,-0.04277296901388575,10.048399999999997,0,10.048399999999997,1.0,3.9553000000000003,3.7531,0.20220000000000038,0.051121280307435686,0.04049999999999999,0.0324,0.00809999999999999,0.1999999999999998,7.079700000000001,6.4057,0.6740000000000004,0.09520177408647264
20260717T120435635390Z/mask_fragment-n50000-w1024-m1000-s909,n50000-w1024-m1000,50000,1024,1.0,909,862.7486999612302,901.7353999661282,-0.04419767375236712,early,hash_projection,1212.0413,907.5569999999998,304.4843000000003,0.25121610955006257,0.5422,1.6610999999999998,-1.1188999999999998,-0.6735897898982601,6.605100000000001,1.3006,5.304500000000001,0.8030915504685773,52.596800000000016,48.6686,3.928200000000018,0.07468515194840783,8.044400000000001,0,8.044400000000001,1.0,5.209499999999999,5.208499999999999,0.001000000000000334,0.00019195700163169863,0.0656,0.039999999999999994,0.02560000000000001,0.3902439024390245,8.660400000000003,8.6323,0.028100000000002012,0.003244653826613321
20260717T120435635390Z/mask_fragment-n50000-w2048-m0100-s707,n50000-w2048-m0100,50000,2048,0.1,707,1520.1151999644935,145.6406000070274,2.345399457324451,late,hash_projection,1556.1187,133.4366,1422.6821,0.9142503717743383,0.052099999999999994,0.3124,-0.26030000000000003,-0.8332266325224073,2.8558,0.5226999999999999,2.3331,0.8169689754184467,4.1613,3.1852,0.9760999999999997,0.23456612116405925,7.0573000000000015,0,7.0573000000000015,1.0,6.339999999999999,0.7329000000000001,5.607099999999999,0.8844006309148265,0.0356,0.039799999999999995,-0.004199999999999995,-0.10552763819095468,0.787,1.02,-0.23299999999999998,-0.2284313725490196
20260717T120435635390Z/mask_fragment-n50000-w2048-m0100-s808,n50000-w2048-m0100,50000,2048,0.1,808,1712.7268000040203,167.86220000358298,2.3226985945757637,late,hash_projection,1544.8552000000002,140.3825,1404.4727000000003,0.9091290238722698,0.046799999999999994,0.2618,-0.21499999999999997,-0.8212375859434683,3.8375000000000004,0.419,3.4185000000000003,0.890814332247557,4.9247,3.3074000000000003,1.6172999999999993,0.32840579121570845,9.832899999999999,0,9.832899999999999,1.0,6.4233,0.8022,5.6211,0.8751109242912521,0.03609999999999999,0.0309,0.005199999999999993,0.1440443213296397,0.9126,0.6475,0.2651,0.29048871356563666
20260717T120435635390Z/mask_fragment-n50000-w2048-m0100-s909,n50000-w2048-m0100,50000,2048,0.1,909,1438.4718000073917,137.08329998189583,2.3507478089323937,late,hash_projection,1534.9693000000007,198.6466,1336.3227000000006,0.8705859459208728,0.0421,0.23939999999999997,-0.19729999999999998,-0.8241436925647452,3.3024,0.621,2.6814,0.8119549418604651,5.604399999999999,3.0803000000000003,2.524099999999999,0.45037827421311816,9.550699999999999,0,9.550699999999999,1.0,5.411699999999999,1.3487,4.062999999999999,0.7507807158563852,0.0318,0.036,-0.004199999999999995,-0.11666666666666654,0.6849999999999999,0.8162,-0.1312000000000001,-0.1607449154618967
20260717T120435635390Z/mask_fragment-n50000-w2048-m0500-s707,n50000-w2048-m0500,50000,2048,0.5,707,1444.4567000027746,645.4601000295952,0.8055251478151035,late,hash_projection,1551.7429999999997,755.7167000000001,796.0262999999997,0.5129884910065647,0.2012,0.9222000000000001,-0.7210000000000001,-0.7818260680980265,4.3527000000000005,0.9557999999999999,3.3969000000000005,0.7804121579709147,19.9027,15.571500000000002,4.331199999999997,0.21761871504871186,7.4349,0,7.4349,1.0,5.283099999999998,3.8305000000000007,1.4525999999999977,0.27495220609112037,0.0323,0.0654,-0.0331,-0.5061162079510703,3.1546000000000003,2.6507,0.5039000000000002,0.15973499017308065
20260717T120435635390Z/mask_fragment-n50000-w2048-m0500-s808,n50000-w2048-m0500,50000,2048,0.5,808,1358.2352000521496,585.8700000098906,0.8408435670569684,late,hash_projection,1516.6541999999997,779.5489999999999,737.1051999999999,0.48600742344563447,0.1647,0.6194999999999999,-0.4547999999999999,-0.734140435835351,2.8838000000000004,0.7023999999999999,2.1814000000000004,0.7564324849157362,16.357499999999998,12.533,3.8244999999999987,0.2338071221152376,5.210299999999999,0,5.210299999999999,1.0,4.626,2.5038,2.1222000000000003,0.4587548638132296,0.0275,0.0267,0.0007999999999999986,0.029090909090909042,3.2536000000000005,2.5273000000000008,0.7262999999999997,0.22322965330710587
20260717T120435635390Z/mask_fragment-n50000-w2048-m0500-s909,n50000-w2048-m0500,50000,2048,0.5,909,1330.1187999895774,689.5523000275716,0.6569809940637114,late,hash_projection,1282.5781,581.6999999999999,700.8781,0.5464603675986671,0.16549999999999998,0.5844,-0.41890000000000005,-0.7168035592060233,3.2057,0.6847,2.5210000000000004,0.7864117041519794,16.9009,10.8062,6.0947,0.3606139318024484,4.633900000000001,0,4.633900000000001,1.0,3.1894,2.6496,0.5398000000000001,0.16924813444535025,0.047599999999999996,0.0324,0.015199999999999998,0.31932773109243695,3.2820000000000005,2.1818000000000004,1.1002,0.3352224253503961
