candidate_count,policy_regime,scenario_id,seed,repetition,legal_candidate_count,selected_candidate_id,selected_is_legal,cost_oracle_match,within_3_percent_cost_oracle,generation_us,legality_filter_us,ranking_us,total_planning_us
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,24,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,39.4,1.4,1.9,42.7
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,25,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,30.9,1.0,1.1,33.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,26,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.8,1.2,1.0,28.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,27,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,26.0,1.0,1.0,28.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,28,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.3,1.0,1.0,27.3
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,29,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.6,1.1,1.0,27.7
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,30,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,25.2,1.3,1.3,27.8
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,31,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,26.1,1.0,0.9,28.0
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,32,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.7,0.8,1.0,26.5
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,33,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.5,1.0,0.8,26.3
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,34,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.2,1.0,0.9,26.1
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,35,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.3,0.9,1.0,26.2
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,36,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,24.6,3.1,0.9,28.6
3,permissive,bts-2024-03-w256-p020-q065-j065,21303,37,3,governed_fact_first--masked_checkpoint--result--inline--pre_join,True,True,True,27.4,0.9,1.0,29.3
