scenario_id,identifier_width,match_rate,region_label,row_count,seed,variant,operator_index,operator_name,median_operator_timing_ms,actual_cardinality,rows_scanned,physical_plan_fingerprint
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,1,BATCH_CREATE_TABLE_AS,7.819599999999999,1,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,2,CTE,5.1528,0,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,3,PROJECTION,260.50909999999993,100000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,4,SEQ_SCAN,2.8639999999999994,100000,100000,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,5,PROJECTION,0.2092,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,6,ORDER_BY,48.60309999999998,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,7,PROJECTION,0.1983,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,8,HASH_JOIN,4.619499999999999,90000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,9,CTE_SCAN,0.3282,100000,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,early_hash_materialized,10,SEQ_SCAN,0.0217,10000,10000,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,1,BATCH_CREATE_TABLE_AS,8.246900000000002,1,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,2,PROJECTION,0.29840000000000005,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,3,ORDER_BY,41.44389999999999,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,4,PROJECTION,1.2376000000000003,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
mixed-n100000-w128-m0900-s1888,128,0.9,phase2l_mixed,100000,1888,late_fused,5,PROJECTION,267.4267,90000,0,sha256:f570cbbf354e04dbc1f358979321f6943968e8a815c0d2fb74a463dc822156e7
